TAB:  US_Pennsylvania_Bucks Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
TAB:  US_Pennsylvania_Bucks Confirmed 2/28/2020    37        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed .            38        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed 3/1/2020     39        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed .            40        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed 3/3/2020     41        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed .            42        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed 3/5/2020     43        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed .            44        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed 3/7/2020     45        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed .            46        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed 3/9/2020     47        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed .            48        0     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed 3/11/2020    49        2     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed .            50        2     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed 3/13/2020    51        3     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed .            52        3     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed 3/15/2020    53        3     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed .            54        5     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed 3/17/2020    55        8     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed .            56        9     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed 3/19/2020    57       12     5304       97        1       97    10875    10875
TAB:  US_Pennsylvania_Bucks Confirmed .            58       24     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed 3/21/2020    59       28     5304        0        0        0        0        0
TAB:  US_Pennsylvania_Bucks Confirmed .            60       34     5304       97        1       97     9307     9307
TAB:  US_Pennsylvania_Bucks Confirmed 3/23/2020    61       43     5304       97        2       97      685      489
TAB:  US_Pennsylvania_Bucks Confirmed .            62       69     5304     2057        1     2057     2645     2645
TAB:  US_Pennsylvania_Bucks Confirmed 3/25/2020    63       86     5304     2841        1     2841     3625     3625
TAB:  US_Pennsylvania_Bucks Confirmed .            64      110     5304     3429        1     3429     4017     4017
TAB:  US_Pennsylvania_Bucks Confirmed 3/27/2020    65      144     5304     7740        2     1077     7740     7740
TAB:  US_Pennsylvania_Bucks Confirmed .            66      152     5304      293        1      293    13226     2057
TAB:  US_Pennsylvania_Bucks Confirmed 3/29/2020    67      216     5304     1861        1     1861    21261     6368
TAB:  US_Pennsylvania_Bucks Confirmed .            68      249     5304     4213        2     1469    38505     9307
TAB:  US_Pennsylvania_Bucks Confirmed 3/31/2020    69      288     5304     3233        3     1273    16754     5976
TAB:  US_Pennsylvania_Bucks Confirmed .            70      319     5304      881        2      489    25180     3037
TAB:  US_Pennsylvania_Bucks Confirmed 4/2/2020     71      373     5304     1077        3      685    33410     2253
TAB:  US_Pennsylvania_Bucks Confirmed .            72      450     5304     2645        3     1665    21065     3233
TAB:  US_Pennsylvania_Bucks Confirmed 4/4/2020     73      517     5304     2253        2     2253    38113     4213
TAB:  US_Pennsylvania_Bucks Confirmed .            74      580     5304     3037        2     2449    23612     4408
TAB:  US_Pennsylvania_Bucks Confirmed 4/6/2020     75      634     5304     3625        4     1077    15774     3429
TAB:  US_Pennsylvania_Bucks Confirmed .            76      713     5304     3581        3     1337    11435     3322
TAB:  US_Pennsylvania_Bucks Confirmed 4/8/2020     77      816     5304     3233        4     2841    23808     4408
TAB:  US_Pennsylvania_Bucks Confirmed .            78      931     5304     4213        3     3821    29099     6760
TAB:  US_Pennsylvania_Bucks Confirmed 4/10/2020    79     1022     5304     4213        3     4213    24984     7152
TAB:  US_Pennsylvania_Bucks Confirmed .            80     1107     5304     4408        3     2057    21261     6956
TAB:  US_Pennsylvania_Bucks Confirmed 4/12/2020    81     1170     5304     4510        3     1454     7616     4658
TAB:  US_Pennsylvania_Bucks Confirmed .            82     1229     5304     4298        3     1432     5747     4062
TAB:  US_Pennsylvania_Bucks Confirmed 4/14/2020    83     1273     5304     1450        3     1450     5143     3648
TAB:  US_Pennsylvania_Bucks Confirmed .            84     1399     5304     3483        2     2063     4850     3565
TAB:  US_Pennsylvania_Bucks Confirmed 4/16/2020    85     1490     5304     2663        2     2380     4619     3512
TAB:  US_Pennsylvania_Bucks Confirmed .            86     1546     5304     3429        8     2253     4800     3429
TAB:  US_Pennsylvania_Bucks Confirmed 4/18/2020    87     1689     5304     3625        8     3037     4800     3821
TAB:  US_Pennsylvania_Bucks Confirmed .            88     1797     5304     3625       10     3429     4604     4017
TAB:  US_Pennsylvania_Bucks Confirmed 4/20/2020    89     1886     5304     3821       17     3625     4604     4213
TAB:  US_Pennsylvania_Bucks Confirmed .            90     1977     5304     4017       13     3037     9111     4408
TAB:  US_Pennsylvania_Bucks Confirmed 4/22/2020    91     2067     5304     4023        8     2589     5457     4182
TAB:  US_Pennsylvania_Bucks Confirmed .            92     2321     5304     4408        8     4213     6564     5192
TAB:  US_Pennsylvania_Bucks Confirmed 4/24/2020    93     2469     5304     4800        9     4604     8915     5976
TAB:  US_Pennsylvania_Bucks Confirmed .            94     2541     5304     4800        5     4800    11267     6368
TAB:  US_Pennsylvania_Bucks Confirmed 4/26/2020    95     2563     5304     4800        5     2645     9699     6172
TAB:  US_Pennsylvania_Bucks Confirmed .            96     2585     5304     5006        5     2665    12939     5787
TAB:  US_Pennsylvania_Bucks Confirmed 4/28/2020    97     2675     5304     4767        4     4515     6531     5271
TAB:  US_Pennsylvania_Bucks Confirmed .            98     2776     5304     4760        4     3805     5992     5160
TAB:  US_Pennsylvania_Bucks Confirmed 4/30/2020    99     2907     5304     4800       11     4017     5976     5192
TAB:  US_Pennsylvania_Bucks Confirmed .           100     3070     5304     4800        8     4800     6172     5584
TAB:  US_Pennsylvania_Bucks Confirmed 5/2/2020    101     3182     5304     4996        7     4996     6368     5780
TAB:  US_Pennsylvania_Bucks Confirmed .           102     3286     5304     5192       11     4996     6564     5780
TAB:  US_Pennsylvania_Bucks Confirmed 5/4/2020    103     3356     5304     5192        9     3625     6564     5780
TAB:  US_Pennsylvania_Bucks Confirmed .           104     3505     5304     5388        9     4604     6760     5780
TAB:  US_Pennsylvania_Bucks Confirmed 5/6/2020    105     3508     5304     5388        9     4213     6564     5780
TAB:  US_Pennsylvania_Bucks Confirmed .           106     3613     5304     5313        5     4137     6405     5691
TAB:  US_Pennsylvania_Bucks Confirmed 5/8/2020    107     3750     5304     5388        9     4800     8132     5780
TAB:  US_Pennsylvania_Bucks Confirmed .           108     3852     5304     5388        8     5192     8328     6172
TAB:  US_Pennsylvania_Bucks Confirmed 5/10/2020   109     3966     5304     5584        9     5584    18125     6564
TAB:  US_Pennsylvania_Bucks Confirmed .           110     4028     5304     6564        8     4604    29687     6564
TAB:  US_Pennsylvania_Bucks Confirmed 5/12/2020   111     4116     5304     5652        7     4531    16958     6429
TAB:  US_Pennsylvania_Bucks Confirmed .           112     4166     5304     5702        8     4467     7432     6155
TAB:  US_Pennsylvania_Bucks Confirmed 5/14/2020   113     4248     5304     5755        6     4675     6687     5979
TAB:  US_Pennsylvania_Bucks Confirmed .           114     4325     5304     5780       14     4800     6956     5976
TAB:  US_Pennsylvania_Bucks Confirmed 5/16/2020   115     4391     5304     5676        9     4958     8838     5964
TAB:  US_Pennsylvania_Bucks Confirmed .           116     4439     5304     6232        9     4989     6493     5872
TAB:  US_Pennsylvania_Bucks Confirmed 5/18/2020   117     4516     5304     6152        9     5140     6489     5848
TAB:  US_Pennsylvania_Bucks Confirmed .           118     4573     5304     6105        8     5263     6397     5846
TAB:  US_Pennsylvania_Bucks Confirmed 5/20/2020   119     4662     5304     5780       18     5584    13422     6564
TAB:  US_Pennsylvania_Bucks Confirmed .           120     4726     5304     6172       19     5780    17929     7152
TAB:  US_Pennsylvania_Bucks Confirmed 5/22/2020   121     4764     5304     5917       21     5266     9688     6697
TAB:  US_Pennsylvania_Bucks Confirmed .           122     4839     5304     6159       14     5683     8749     6265
TAB:  US_Pennsylvania_Bucks Confirmed 5/24/2020   123     4867     5304     5932       14     5244     6688     6035
TAB:  US_Pennsylvania_Bucks Confirmed .           124     4894     5304     5928       10     5057     6177     5803
TAB:  US_Pennsylvania_Bucks Confirmed 5/26/2020   125     4916     5304     5992       12     5006     6115     5622
TAB:  US_Pennsylvania_Bucks Confirmed .           126     4930     5304     5933       12     4957     6055     5506
TAB:  US_Pennsylvania_Bucks Confirmed 5/28/2020   127     4966     5304     5895       20     5036     6051     5583
TAB:  US_Pennsylvania_Bucks Confirmed .           128     5012     5304     5875       11     5187     5905     5576
TAB:  US_Pennsylvania_Bucks Confirmed 5/30/2020   129     5050     5304     5780       23     5388     5976     5780
TAB:  US_Pennsylvania_Bucks Confirmed .           130     5082     5304     5780       25     5388     5976     5780
TAB:  US_Pennsylvania_Bucks Confirmed 6/1/2020    131     5100     5304     5780       36     5192     5976     5584
TAB:  US_Pennsylvania_Bucks Confirmed .           132     5116     5304     5780       39     5192     5976     5584
TAB:  US_Pennsylvania_Bucks Confirmed 6/3/2020    133     5137     5304     5778       23     5208     5882     5571
TAB:  US_Pennsylvania_Bucks Confirmed .           134     5158     5304     5816       18     5254     5816     5520
TAB:  US_Pennsylvania_Bucks Confirmed 6/5/2020    135     5197     5304     5780       31     5388     6172     5780
TAB:  US_Pennsylvania_Bucks Confirmed .           136     5243     5304     5584       33     5584    11267     6368
TAB:  US_Pennsylvania_Bucks Confirmed 6/7/2020    137     5261     5304     5584       34     5584    11463     6564
TAB:  US_Pennsylvania_Bucks Confirmed .           138     5278     5304     5584       33     5388     8719     6368
TAB:  US_Pennsylvania_Bucks Confirmed 6/9/2020    139     5304     5304     5780       35     5388     7740     6172
